Instance,Optimal value,Optimal solution
j400703_3,2961.6810424485157,I1:[1]; I2:[2]; I3:[3]; A1:[4 5 7]; I6:[6]; I8:[8]; A2:[9 10 11 12 15]; I13:[13]; I14:[14]; I19:[19]; A3:[16 17 18 20 21 33]; I22:[22]; A4:[23 28 37]; I24:[24]; I35:[35]; A5:[25 26 27 29]; I41:[41]; I30:[30]; A6:[31 32 34 36 38 39 40]; I42:[42];
j400703_4,3049.4135818874374,I1:[1]; I2:[2]; I3:[3]; I4:[4]; A1:[5 6 9 40 41]; I38:[38]; I7:[7]; A2:[8 10 11 12 13 39]; I37:[37]; I14:[14]; A3:[15 16]; I17:[17]; I18:[18]; A4:[19 20 21 22 23 24 25 26 27 28 29 31 32 34 36]; I35:[35]; I30:[30]; I33:[33]; I42:[42];
j400703_5,2773.9701274738372,I1:[1]; A1:[2]; I3:[3]; A2:[4 5 6 7]; I8:[8]; I9:[9]; I10:[10]; I15:[15]; I11:[11]; A3:[12 13 14 16 17 18 19 20 21 22 40 41]; I23:[23]; A4:[24 25 26 27 28 29 30 35 38 39]; I31:[31]; I32:[32]; A5:[33]; I37:[37]; I34:[34]; I36:[36]; I42:[42];
j400703_6,2789.204084334521,I1:[1]; A1:[2 3 4]; I6:[6]; I5:[5]; A2:[7 8 10 11 22]; I9:[9]; A3:[12 13 14 15 16 20 25]; I17:[17]; A4:[18]; I19:[19]; A5:[21 23 24 27]; I26:[26]; I28:[28]; A6:[29 30 35]; I31:[31]; I37:[37]; I32:[32]; A7:[33 40 41]; I34:[34]; A8:[36 38]; I39:[39]; I42:[42];
j400703_7,3363.595172562365,I1:[1]; I38:[38]; I2:[2]; I41:[41]; I40:[40]; I3:[3]; I35:[35]; A1:[4 34 36 37 39]; I5:[5]; A2:[6]; I7:[7]; A3:[8 9 33]; I10:[10]; A4:[11 12 13 14 15 30 31 32]; I16:[16]; A5:[17]; I18:[18]; A6:[19 20 21 22 23 24 25 26 27]; I28:[28]; A7:[29]; I42:[42];
j400703_8,2915.8629738113395,I1:[1]; I39:[39]; I41:[41]; A1:[2 3 4 16 38 40]; I5:[5]; A2:[6]; I7:[7]; A3:[8 9]; I10:[10]; A4:[11 12 36 37]; I13:[13]; A5:[14 15]; I17:[17]; I18:[18]; A6:[19 20 21 33 34 35]; I32:[32]; I22:[22]; I23:[23]; A7:[24 25 26 27 28 29 31]; I30:[30]; I42:[42];
j400703_9,3156.477701428563,I1:[1]; A1:[2 38 39 40 41]; I3:[3]; A2:[4 5 6 34 36 37]; I35:[35]; I7:[7]; A3:[8 9 33]; I10:[10]; A4:[11 12 13 14 31 32]; I30:[30]; I15:[15]; I16:[16]; A5:[17 18]; I19:[19]; A6:[20 21 22]; I23:[23]; I24:[24]; A7:[25 26]; I27:[27]; I28:[28]; A8:[29]; I42:[42];
j400703_10,3220.5675526483174,I1:[1]; A1:[2]; I3:[3]; A2:[4 5 6 7 8 11 41]; I9:[9]; I39:[39]; A3:[10 12 13 14 40]; I37:[37]; I38:[38]; I15:[15]; A4:[16 17]; I18:[18]; I36:[36]; A5:[19 32 33 34 35]; I20:[20]; A6:[21 22 23 24]; I25:[25]; I31:[31]; A7:[26 27 28]; I29:[29]; A8:[30]; I42:[42];
j400803_1,3291.739385506155,I1:[1]; A1:[2 3 4 5 6 19]; I7:[7]; A2:[8 9 10 11 12 13]; I14:[14]; I18:[18]; A3:[15 16]; I17:[17]; A4:[20 21]; I22:[22]; A5:[23 24 25 26]; I27:[27]; I28:[28]; A6:[29 39]; I30:[30]; I31:[31]; A7:[32 33 34 35 41]; I36:[36]; A8:[37]; I38:[38]; I40:[40]; I42:[42];
j400803_2,2994.5621130943587,I1:[1]; A1:[2 3 4 5 6]; I19:[19]; I7:[7]; I8:[8]; I9:[9]; I21:[21]; I10:[10]; I11:[11]; A2:[12]; I13:[13]; A3:[14 35 41]; I15:[15]; I16:[16]; A4:[17 18 20 22 23 24 25 26 27 28 29 30 31 32 37 39 40]; I33:[33]; I34:[34]; A5:[36 38]; I42:[42];
j400803_3,3217.6433299764903,I1:[1]; I40:[40]; A1:[2 3 37 38 39 41]; I4:[4]; A2:[5 6 7 8]; I9:[9]; A3:[10]; I11:[11]; I12:[12]; I36:[36]; I13:[13]; A4:[14 15 16 17 18]; I19:[19]; I34:[34]; I35:[35]; A5:[20 21 22 23]; I24:[24]; A6:[25 26 27 28]; I29:[29]; A7:[30 31 32 33]; I42:[42];
j400803_4,2965.0546305094913,I1:[1]; A1:[2 3 4 5 10]; I6:[6]; A2:[7 8 9 11 14 40 41]; I12:[12]; I13:[13]; A3:[15]; I16:[16]; A4:[17 18 19 20 21 22 23 24]; I39:[39]; I25:[25]; A5:[26 37 38]; I27:[27]; I28:[28]; I29:[29]; I30:[30]; I31:[31]; A6:[32 33 34]; I35:[35]; A7:[36]; I42:[42];
j400803_5,2986.725031735116,I1:[1]; I39:[39]; A1:[2 3 37 38 40 41]; I4:[4]; I5:[5]; I6:[6]; I7:[7]; A2:[8]; I9:[9]; A3:[10 11 36]; I12:[12]; A4:[13 14 15 16 17 18 19 20 21 35]; I34:[34]; I22:[22]; I23:[23]; A5:[24 25]; I26:[26]; A6:[27]; I28:[28]; A7:[29 30 31 32 33]; I42:[42];
j400803_6,3067.813576731514,I1:[1]; A1:[2 3 4 5 8]; I41:[41]; I6:[6]; A2:[7 9]; I10:[10]; A3:[11 40]; I12:[12]; I29:[29]; A4:[13]; I14:[14]; A5:[15 16 17 18 39]; I19:[19]; A6:[20 21 37 38]; I22:[22]; A7:[23 24 25 26]; I27:[27]; A8:[28 30]; I31:[31]; I36:[36]; A9:[32 33]; I34:[34]; A10:[35]; I42:[42];
j400803_7,3245.2789411941344,I1:[1]; A1:[2]; I3:[3]; A2:[4 5]; I6:[6]; A3:[7]; I8:[8]; A4:[9 10 11]; I23:[23]; I12:[12]; I13:[13]; I16:[16]; A5:[14 15 18]; I17:[17]; A6:[19 20 21 22 24]; I25:[25]; A7:[26 27 28 29 30 31 32 34]; I33:[33]; A8:[35 36 37 38 39]; I41:[41]; I40:[40]; I42:[42];
j400803_8,3117.893886434005,I1:[1]; I5:[5]; A1:[2 3 4 6 7]; I8:[8]; I9:[9]; A2:[10 11 12 13 16]; I14:[14]; A3:[15 20]; I17:[17]; I22:[22]; I18:[18]; A4:[19 21 23 24 25 27]; I26:[26]; I28:[28]; A5:[29]; I30:[30]; A6:[31 32]; I33:[33]; A7:[34 35 36 37 38 39 40]; I41:[41]; I42:[42];
j400803_9,3376.706296785048,I1:[1]; A1:[2 3 4 5 6 40 41]; I7:[7]; A2:[8 9 10 18 39]; I11:[11]; A3:[12]; I13:[13]; I14:[14]; I15:[15]; A4:[16]; I17:[17]; A5:[19 26 38]; I20:[20]; I21:[21]; I37:[37]; A6:[22 23 24 36]; I25:[25]; A7:[27]; I28:[28]; I29:[29]; A8:[30 31 32 33 34 35]; I42:[42];
j400803_10,3283.6897059341236,I1:[1]; I6:[6]; A1:[2 3]; I4:[4]; I5:[5]; A2:[7 8 9]; I10:[10]; A3:[11]; I12:[12]; A4:[13 14 15 16 17 21 31]; I18:[18]; I19:[19]; A5:[20 25]; I22:[22]; A6:[23 24 26 27 28 35]; I29:[29]; A7:[30 32 33]; I34:[34]; A8:[36 37]; I38:[38]; I39:[39]; A9:[40 41]; I42:[42];
j400903_1,3377.398801081789,I1:[1]; I2:[2]; A1:[3 4]; I5:[5]; A2:[6]; I7:[7]; A3:[8]; I9:[9]; I10:[10]; A4:[11 12 13 14]; I15:[15]; I23:[23]; A5:[16 17 18]; I19:[19]; A6:[20 21 22 24]; I25:[25]; A7:[26 27 28 29 30 31 32]; I33:[33]; I41:[41]; A8:[34 35 36]; I37:[37]; A9:[38 39 40]; I42:[42];
j400903_2,3279.797837595852,I1:[1]; A1:[2 40 41]; I3:[3]; I4:[4]; A2:[5 6 7 8 9 10 11 39]; I12:[12]; A3:[13]; I14:[14]; A4:[15 16 17 38]; I18:[18]; A5:[19 20 21 22 23]; I24:[24]; I25:[25]; I26:[26]; I27:[27]; A6:[28 29]; I30:[30]; I31:[31]; A7:[32 33]; I34:[34]; A8:[35 36 37]; I42:[42];
j400903_3,3006.455879936353,I1:[1]; A1:[2 3 4 5 6 9]; I7:[7]; A2:[8]; I10:[10]; A3:[11 12 13 14]; I15:[15]; A4:[16]; I17:[17]; A5:[18]; I32:[32]; I19:[19]; A6:[20 21 22 23 35]; I24:[24]; I27:[27]; A7:[25 26 28]; I29:[29]; A8:[30 31]; I33:[33]; I34:[34]; A9:[36 37 38]; I39:[39]; A10:[40 41]; I42:[42];
j400903_4,3400.31990439939,I1:[1]; A1:[2 3 4 40 41]; I5:[5]; A2:[6 7 8 9 38 39]; I10:[10]; I11:[11]; A3:[12]; I13:[13]; A4:[14]; I15:[15]; I16:[16]; A5:[17]; I18:[18]; A6:[19 20]; I21:[21]; I22:[22]; A7:[23 24 25 26 27]; I28:[28]; A8:[29 30 31 32]; I33:[33]; I34:[34]; A9:[35 36 37]; I42:[42];
j400903_5,2842.823239727625,I1:[1]; I2:[2]; A1:[3 4 5]; I6:[6]; A2:[7 8 9 10 11 12 40 41]; I13:[13]; I14:[14]; A3:[15 16]; I17:[17]; A4:[18 19]; I20:[20]; A5:[21 22]; I23:[23]; I24:[24]; I25:[25]; A6:[26]; I27:[27]; A7:[28 29 30]; I31:[31]; I32:[32]; A8:[33 34 35 36 37 38 39]; I42:[42];
j400903_6,3127.311348327507,I1:[1]; I2:[2]; A1:[3 4]; I5:[5]; A2:[6 7 8 11]; I9:[9]; A3:[10 12 13 14 15 16]; I17:[17]; A4:[18 19 41]; I20:[20]; I21:[21]; I34:[34]; A5:[22 23 24 40]; I25:[25]; A6:[26 27]; I28:[28]; A7:[29]; I30:[30]; A8:[31 32 33 35 36]; I37:[37]; A9:[38]; I39:[39]; I42:[42];
j400903_7,3069.669233464627,I1:[1]; A1:[2]; I3:[3]; I4:[4]; A2:[5 6 7 8 9 10 11 12 13]; I14:[14]; A3:[15]; I16:[16]; A4:[17 18 19 20 21]; I22:[22]; I25:[25]; I23:[23]; A5:[24 26]; I27:[27]; A6:[28]; I29:[29]; A7:[30]; I31:[31]; A8:[32]; I33:[33]; I34:[34]; A9:[35 36 37 38 39 40 41]; I42:[42];
j400903_8,3375.0495712517977,I1:[1]; I2:[2]; A1:[3 4 41]; I5:[5]; I6:[6]; I7:[7]; I8:[8]; I9:[9]; A2:[10 11 12 13 14 15 16 17 18 19 31]; I20:[20]; I40:[40]; A3:[21 22]; I23:[23]; A4:[24]; I25:[25]; A5:[26 27 28 29 30]; I32:[32]; A6:[33 34 35 39]; I36:[36]; A7:[37 38]; I42:[42];
j400903_9,2926.8637014201263,I1:[1]; I3:[3]; A1:[2 4 5 24]; I6:[6]; I7:[7]; A2:[8 9 10 11]; I12:[12]; A3:[13 14 15 16 17 18 19 20 21]; I26:[26]; I22:[22]; I23:[23]; A4:[25 27 28]; I29:[29]; I30:[30]; A5:[31 34]; I32:[32]; A6:[33 35]; I36:[36]; A7:[37]; I38:[38]; A8:[39 40 41]; I42:[42];
j400903_10,3262.2004994014596,I1:[1]; A1:[2 3]; I4:[4]; I5:[5]; I41:[41]; A2:[6 7]; I8:[8]; A3:[9]; I10:[10]; A4:[11 12 13 40]; I14:[14]; I39:[39]; I15:[15]; A5:[16]; I17:[17]; A6:[18 38]; I19:[19]; A7:[20 21 22 23 24 25 26 27 28]; I29:[29]; A8:[30 31 32]; I33:[33]; A9:[34 35 36 37]; I42:[42];
j401003_1,3274.544667502648,I1:[1]; I2:[2]; A1:[3 4]; I5:[5]; A2:[6 7]; I8:[8]; I9:[9]; A3:[10 11 12 13]; I14:[14]; A4:[15 16 17 18 19 20 21]; I22:[22]; I23:[23]; I24:[24]; A5:[25]; I26:[26]; A6:[27]; I28:[28]; A7:[29 30]; I31:[31]; A8:[32 33 34 35 36 37 38 39 40]; I41:[41]; I42:[42];
j401003_2,3073.589633137516,I1:[1]; I2:[2]; A1:[3 4]; I5:[5]; I6:[6]; I7:[7]; A2:[8]; I9:[9]; I10:[10]; A3:[11]; I12:[12]; A4:[13 14 15 16 17 18 19 20 21 22 23 24 25 26]; I27:[27]; I28:[28]; A5:[29 30 31]; I32:[32]; I33:[33]; A6:[34 35]; I36:[36]; A7:[37 38 39 40 41]; I42:[42];
j401003_3,3046.912835061597,I1:[1]; A1:[2 3]; I4:[4]; A2:[5 6 7 8 9 10 11]; I12:[12]; A3:[13 14 15]; I16:[16]; I17:[17]; A4:[18 19 20 21 22 23 24 25]; I26:[26]; I27:[27]; A5:[28 29 30]; I31:[31]; I32:[32]; A6:[33 34]; I35:[35]; I36:[36]; A7:[37 38 39]; I40:[40]; I41:[41]; I42:[42];
j401003_4,3234.8572429937994,I1:[1]; I2:[2]; I3:[3]; A1:[4 5]; I6:[6]; A2:[7]; I8:[8]; I9:[9]; A3:[10 11 12 13 14 15 16]; I17:[17]; A4:[18]; I19:[19]; A5:[20 21 22 23]; I24:[24]; I25:[25]; A6:[26 27 28 29 30 31 32]; I33:[33]; A7:[34]; I35:[35]; A8:[36]; I37:[37]; A9:[38 39 40 41]; I42:[42];
j401003_5,3170.5561684385602,I1:[1]; I2:[2]; A1:[3 4 5 6 7 8]; I9:[9]; I10:[10]; A2:[11 12]; I13:[13]; A3:[14]; I15:[15]; A4:[16 17 18]; I19:[19]; A5:[20]; I21:[21]; A6:[22 23 24 25 26 27 28]; I29:[29]; A7:[30 31]; I32:[32]; A8:[33]; I34:[34]; A9:[35 36 37 38]; I39:[39]; A10:[40]; I41:[41]; I42:[42];
j401003_6,3179.1752057890985,I1:[1]; I2:[2]; A1:[3 4 5 6 7 8 9]; I10:[10]; A2:[11]; I12:[12]; A3:[13 14 15 16 17 18 19]; I20:[20]; I21:[21]; A4:[22]; I23:[23]; A5:[24 25 26]; I27:[27]; I28:[28]; A6:[29 30]; I31:[31]; A7:[32 33 34]; I35:[35]; I36:[36]; A8:[37 38 39]; I40:[40]; A9:[41]; I42:[42];
j401003_7,3121.4820784614403,I1:[1]; A1:[2]; I3:[3]; I4:[4]; A2:[5 6 7 8]; I9:[9]; I10:[10]; I11:[11]; A3:[12 13]; I14:[14]; I15:[15]; I16:[16]; A4:[17]; I18:[18]; A5:[19 20 21]; I22:[22]; A6:[23 24 25 26 27 28 29 30 31]; I32:[32]; A7:[33 34 35 36 37 38]; I39:[39]; A8:[40 41]; I42:[42];
j401003_8,3049.332721414104,I1:[1]; A1:[2 3 4 5 6 7]; I8:[8]; A2:[9 10]; I11:[11]; A3:[12 13]; I14:[14]; I15:[15]; A4:[16 17 18 19 20]; I21:[21]; I22:[22]; A5:[23]; I24:[24]; A6:[25 26 27]; I28:[28]; I29:[29]; A7:[30]; I31:[31]; I32:[32]; I33:[33]; A8:[34 35 36 37 38 39 40 41]; I42:[42];
j401003_9,3139.328362404877,I1:[1]; A1:[2 3 4 5 6 7 8 9 10 11]; I12:[12]; A2:[13]; I14:[14]; A3:[15 16]; I17:[17]; A4:[18]; I19:[19]; A5:[20 21 22 23 24 25]; I26:[26]; I27:[27]; A6:[28]; I29:[29]; I30:[30]; I31:[31]; I32:[32]; I33:[33]; I34:[34]; A7:[35 36 37 38 39 40 41]; I42:[42];
j401003_10,3376.646895512351,I1:[1]; A1:[2 3 4]; I5:[5]; A2:[6]; I7:[7]; I8:[8]; A3:[9]; I10:[10]; A4:[11 12 13 14 15]; I16:[16]; I17:[17]; A5:[18 19 20 21 22 23 24 25]; I26:[26]; A6:[27 28]; I29:[29]; I30:[30]; A7:[31 32 33]; I34:[34]; A8:[35]; I36:[36]; A9:[37]; I38:[38]; A10:[39 40 41]; I42:[42];
j200104_1,1320.4102668327318,I1:[1]; I16:[16]; I21:[21]; I17:[17]; I3:[3]; I19:[19]; I18:[18]; I15:[15]; A1:[2 4 5 6 14 20]; I8:[8]; A2:[7 9 10 11 12 13]; I22:[22];
j200104_2,1408.7745736766378,I1:[1]; I4:[4]; I2:[2]; A1:[5 6 7]; I3:[3]; I15:[15]; I8:[8]; I10:[10]; I17:[17]; I12:[12]; A2:[9 11 13 14 16 18 19 20 21]; I22:[22];
j200104_3,1354.1239715190047,I1:[1]; I19:[19]; I9:[9]; I17:[17]; I8:[8]; I3:[3]; A1:[2 4 5 6 10 16 18 20 21]; I7:[7]; I13:[13]; I14:[14]; A2:[11 12 15]; I22:[22];
j200104_4,1478.2692011646977,I1:[1]; I18:[18]; I3:[3]; I20:[20]; I19:[19]; A1:[2 5]; I21:[21]; I4:[4]; I12:[12]; I10:[10]; A2:[6 7 8 9 11 13 14 15 16 17]; I22:[22];
j200104_5,1521.4604402806744,I1:[1]; I11:[11]; I16:[16]; I15:[15]; I2:[2]; A1:[3 12 13 17 18 19 20 21]; I14:[14]; I9:[9]; I5:[5]; I4:[4]; A2:[6 7 8 10]; I22:[22];
j200104_6,1563.896657107464,I1:[1]; I5:[5]; I17:[17]; I15:[15]; I16:[16]; I3:[3]; A1:[2 4 6 13 18 20]; I14:[14]; I21:[21]; I12:[12]; A2:[7 8 9 10 11 19]; I22:[22];
j200104_7,1482.9862069398196,I1:[1]; I10:[10]; I14:[14]; A1:[3 4 5 12 13 17 19 21]; I2:[2]; I18:[18]; I15:[15]; I20:[20]; I8:[8]; I7:[7]; A2:[6 9 11 16]; I22:[22];
j200104_8,1472.3526571511504,I1:[1]; I10:[10]; I3:[3]; I5:[5]; A1:[2 4 6 7 8 9 17 21]; I13:[13]; I15:[15]; I16:[16]; A2:[12 18 19 20]; I14:[14]; I11:[11]; I22:[22];
j200104_9,1444.054377780963,I1:[1]; I16:[16]; A1:[2 4 5 6 7 15 18 19 20]; I14:[14]; I17:[17]; I3:[3]; I21:[21]; I8:[8]; I9:[9]; I10:[10]; A2:[11 12 13]; I22:[22];
j200104_10,1245.5598559484806,I1:[1]; I2:[2]; I8:[8]; I18:[18]; A1:[3 5 6 7 19 20 21]; I4:[4]; I16:[16]; I13:[13]; I10:[10]; I12:[12]; A2:[9 11 14 15 17]; I22:[22];
j200204_1,1420.8648016900015,I1:[1]; I21:[21]; I11:[11]; A1:[3 5 7 8 9]; I2:[2]; I4:[4]; I6:[6]; I17:[17]; I13:[13]; A2:[10 15 16 20]; I12:[12]; A3:[14 18 19]; I22:[22];
j200204_2,1543.0054720658688,I1:[1]; I2:[2]; A1:[3 4 8]; I5:[5]; I7:[7]; A2:[6]; A3:[9]; I10:[10]; A4:[11 12 14 20 21]; I13:[13]; A5:[18 19]; I17:[17]; I15:[15]; I16:[16]; I22:[22];
j200204_3,1417.6015612165972,I1:[1]; I7:[7]; I15:[15]; I18:[18]; A1:[2 3 6 8 11 12 13 20 21]; I16:[16]; I17:[17]; I19:[19]; I4:[4]; I9:[9]; A2:[5 10 14]; I22:[22];
j200204_4,1416.1653080669782,I1:[1]; I5:[5]; I11:[11]; I7:[7]; A1:[2 3 4 6 8 9 10 15]; I17:[17]; I13:[13]; I14:[14]; A2:[12 20 21]; I19:[19]; A3:[16]; I18:[18]; I22:[22];
j200204_5,1667.7841612834738,I1:[1]; I10:[10]; I7:[7]; A1:[2 3 5]; I15:[15]; I9:[9]; A2:[6 8 12]; I4:[4]; I21:[21]; A3:[11 13 14 20]; I18:[18]; A4:[16 17]; I19:[19]; I22:[22];
j200204_6,1095.1050544116558,I1:[1]; A2:[4]; I5:[5]; A1:[2 3 6 7 11 19]; I21:[21]; I9:[9]; I8:[8]; I18:[18]; I20:[20]; I17:[17]; A3:[10 12 14 15 16]; I13:[13]; I22:[22];
j200204_7,1503.084304551855,I1:[1]; I7:[7]; I5:[5]; A1:[2 3 6 8]; I4:[4]; A2:[10 11]; I9:[9]; I14:[14]; A3:[12 13]; I17:[17]; I19:[19]; I15:[15]; A4:[16 18 20 21]; I22:[22];
j200204_8,1528.8185751436954,I1:[1]; I3:[3]; I6:[6]; A1:[2 4 5 7 9 21]; I20:[20]; A3:[12]; I8:[8]; I10:[10]; A4:[13 19]; I18:[18]; I16:[16]; A2:[11 15 17]; I14:[14]; I22:[22];
j200204_9,1572.179167154641,I1:[1]; A1:[2 3 5 6 9 10]; I4:[4]; I7:[7]; I8:[8]; I14:[14]; A2:[12 16 17]; I11:[11]; I13:[13]; A4:[20 21]; I15:[15]; A3:[19]; I18:[18]; I22:[22];
j200204_10,1220.6347930730733,I1:[1]; I9:[9]; I2:[2]; A1:[3 4 6 14 17 19 20]; I18:[18]; I21:[21]; A2:[5 8 12 15 16]; I13:[13]; I7:[7]; I10:[10]; I11:[11]; I22:[22];
j200304_1,1240.5281736541328,I1:[1]; I15:[15]; I2:[2]; I21:[21]; I20:[20]; A2:[9 10 11 12 13 14 16 17 18 19]; I3:[3]; I8:[8]; I4:[4]; I5:[5]; A1:[6 7]; I22:[22];
j200304_2,1377.3150041347321,I1:[1]; A1:[2]; I17:[17]; I8:[8]; I4:[4]; I5:[5]; I3:[3]; A2:[7 10 11 15 16 18]; I6:[6]; A3:[9 12 13 14 21]; I19:[19]; I20:[20]; I22:[22];
j200304_3,1571.3870606235046,I1:[1]; I13:[13]; I7:[7]; I4:[4]; A1:[2 3 5 6]; I9:[9]; I12:[12]; I8:[8]; A2:[10 16 18 19 20 21]; I17:[17]; A3:[11 15]; I14:[14]; I22:[22];
j200304_4,1297.8748986540365,I1:[1]; I5:[5]; I2:[2]; I7:[7]; I10:[10]; A1:[3 4 6 8 9 11 14 19 20]; I18:[18]; I21:[21]; I17:[17]; I16:[16]; A2:[12 13 15]; I22:[22];
j200304_5,1505.6075583272445,I1:[1]; I12:[12]; I9:[9]; I4:[4]; I5:[5]; I2:[2]; A1:[3 6 8 13 18 20]; I7:[7]; I19:[19]; A2:[10 11 15 16 17 21]; I14:[14]; I22:[22];
j200304_6,1414.1604165432118,I1:[1]; A1:[2 17 18]; I8:[8]; I19:[19]; I5:[5]; I3:[3]; A2:[4]; I14:[14]; I13:[13]; I12:[12]; A3:[6 7 9 11 15 16 20 21]; I10:[10]; I22:[22];
j200304_7,1460.3519885991186,I1:[1]; A1:[2 3]; I5:[5]; I4:[4]; I8:[8]; A2:[9 11]; I6:[6]; I13:[13]; I21:[21]; I12:[12]; I7:[7]; A3:[10 14 15 16 17 18 19 20]; I22:[22];
j200304_8,1532.944791304356,I1:[1]; I4:[4]; I8:[8]; I7:[7]; I2:[2]; I19:[19]; I21:[21]; A1:[3 5 6 11 12 13 15 16]; I17:[17]; I9:[9]; A2:[10 14 18 20]; I22:[22];
j200304_9,1419.6767685439427,I1:[1]; A1:[3 5]; I2:[2]; I7:[7]; A2:[4 6 8 9]; A3:[10 12]; I11:[11]; I14:[14]; I16:[16]; A4:[13 15]; I17:[17]; I21:[21]; I20:[20]; A5:[18 19]; I22:[22];
j200304_10,1586.1658746139665,I1:[1]; I18:[18]; I2:[2]; A1:[3 8 10 16 17 19 20]; I6:[6]; I21:[21]; I4:[4]; I15:[15]; I13:[13]; A2:[5 7 14]; I9:[9]; A3:[11 12]; I22:[22];
j200404_1,1429.3907092826423,I1:[1]; I4:[4]; I2:[2]; I3:[3]; I16:[16]; A1:[5 9]; I6:[6]; I10:[10]; A2:[7 8 11 12 13 20]; I15:[15]; A3:[14 19 21]; A4:[18]; I17:[17]; I22:[22];
j200404_2,1526.2185581030728,I1:[1]; I2:[2]; A1:[4 5]; I3:[3]; A2:[6]; A3:[7 8 10 17]; I9:[9]; I13:[13]; I16:[16]; I21:[21]; A4:[11 12 15 18]; I14:[14]; I20:[20]; A5:[19]; I22:[22];
j200404_3,1349.969995645762,I1:[1]; I13:[13]; I2:[2]; I5:[5]; A1:[3 4 12]; I6:[6]; I8:[8]; I7:[7]; A2:[9 10]; I16:[16]; A3:[11 14 15 17 19 20 21]; I18:[18]; I22:[22];
j200404_4,1795.2056326447218,I1:[1]; I12:[12]; I3:[3]; A1:[2 5 6 14]; I4:[4]; A3:[8]; A2:[7]; I10:[10]; A4:[9 11]; I15:[15]; A5:[13 17]; I18:[18]; I16:[16]; A6:[19 20]; I21:[21]; I22:[22];
j200404_5,1280.6125035895632,I1:[1]; A1:[2 5 19 20 21]; I13:[13]; I3:[3]; I17:[17]; A2:[4 6 7 10 12 15 16]; I8:[8]; I18:[18]; I9:[9]; I11:[11]; I14:[14]; I22:[22];
j200404_6,1441.899575385595,I1:[1]; I2:[2]; I3:[3]; I4:[4]; A1:[5 9 21]; I6:[6]; I7:[7]; I8:[8]; I18:[18]; A2:[10 11 13 14 17 20]; I16:[16]; A3:[12 15 19]; I22:[22];
j200404_7,1657.1786514809905,I1:[1]; I4:[4]; I5:[5]; I2:[2]; A1:[3]; I7:[7]; I6:[6]; A2:[8 9 10 12]; I11:[11]; A3:[13]; I16:[16]; A4:[14]; I15:[15]; A5:[17 18 19 20 21]; I22:[22];
j200404_8,1390.7223879939065,I1:[1]; I19:[19]; I20:[20]; I2:[2]; I18:[18]; A1:[3 4 5 6 11 12 15 16 21]; I14:[14]; I7:[7]; I17:[17]; I8:[8]; A2:[9 10 13]; I22:[22];
j200404_9,1705.845862570833,I1:[1]; I2:[2]; I5:[5]; A1:[3 4]; I8:[8]; A2:[6]; I7:[7]; A3:[9 10 11]; I12:[12]; A5:[14]; A4:[13]; I16:[16]; I15:[15]; I17:[17]; A6:[18 19 20 21]; I22:[22];
j200404_10,1459.1645107793438,I1:[1]; I5:[5]; I8:[8]; A1:[2 3 4 6 9]; I17:[17]; I7:[7]; I14:[14]; I21:[21]; A2:[10 13 18]; I11:[11]; I12:[12]; A3:[15 16 19 20]; I22:[22];
j200504_1,1644.6958483854248,I1:[1]; I21:[21]; A1:[2]; I3:[3]; A2:[4 5 6 9 19 20]; I12:[12]; I7:[7]; I18:[18]; I8:[8]; I16:[16]; A3:[10 11 13 15 17]; I14:[14]; I22:[22];
j200504_2,1562.0212043515785,I1:[1]; A1:[2]; I3:[3]; A2:[4 5 6 7 8]; I11:[11]; I10:[10]; A3:[9]; I12:[12]; I15:[15]; I14:[14]; A4:[13]; I18:[18]; A5:[16]; I17:[17]; A6:[19 20 21]; I22:[22];
j200504_3,1236.3727699409815,I1:[1]; I6:[6]; I21:[21]; I7:[7]; A1:[2 3 9]; I4:[4]; I12:[12]; I5:[5]; A2:[8 11 14 17]; I10:[10]; I13:[13]; A3:[15 16 18 19 20]; I22:[22];
j200504_4,1620.8008004792327,I1:[1]; I5:[5]; I8:[8]; A1:[2 3]; I4:[4]; I10:[10]; I21:[21]; A2:[6 17]; I11:[11]; I20:[20]; A3:[7 9 12 13 14 16 19]; I15:[15]; A4:[18]; I22:[22];
j200504_5,1664.1198279213286,I1:[1]; A1:[2 5 9 17]; I3:[3]; I12:[12]; I21:[21]; I4:[4]; I10:[10]; I6:[6]; A2:[7 14 16 20]; I8:[8]; A3:[11 13 19]; I15:[15]; A4:[18]; I22:[22];
j200504_6,1572.234926457099,I1:[1]; I6:[6]; I2:[2]; A1:[3 4 5 7 8 9]; I15:[15]; I10:[10]; I11:[11]; A2:[12]; I17:[17]; A3:[13 14 16 18]; I21:[21]; A4:[20]; I19:[19]; I22:[22];
j200504_7,1604.0939953195184,I1:[1]; A1:[2]; I3:[3]; I5:[5]; A2:[4 6 7 8 9 10]; I15:[15]; I12:[12]; I13:[13]; A3:[11 14]; I17:[17]; I20:[20]; A4:[16 18 21]; I19:[19]; I22:[22];
j200504_8,1688.7776475932055,I1:[1]; I3:[3]; A1:[2 4 6]; I5:[5]; I8:[8]; A2:[7 9 11 13 15]; I10:[10]; I12:[12]; I16:[16]; I18:[18]; A3:[14 17 21]; I19:[19]; A4:[20]; I22:[22];
